label,text,cleaned_text,tokens,final_text
Cervical spondylosis,"I have been suffering from back pain, a chronic cough, and weakness in my arms and legs. My neck hurts and I have been feeling dizzy and off balance",i have been suffering from back pain a chronic cough and weakness in my arms and legs my neck hurts and i have been feeling dizzy and off balance,"['suffering', 'back', 'pain', 'chronic', 'cough', 'weakness', 'arm', 'leg', 'neck', 'hurt', 'feeling', 'dizzy', 'balance']",suffering back pain chronic cough weakness arm leg neck hurt feeling dizzy balance
Bronchial Asthma,"I've been experiencing difficulty breathing, a chronic cough, and weariness. I've been producing a lot of thick, mucoid sputum while also running a very high temperature. Due to having to cope with all of this, I'm simply feeling extremely worn out and exhausted.",ive been experiencing difficulty breathing a chronic cough and weariness ive been producing a lot of thick mucoid sputum while also running a very high temperature due to having to cope with all of this im simply feeling extremely worn out and exhausted,"['ive', 'experiencing', 'difficulty', 'breathing', 'chronic', 'cough', 'weariness', 'ive', 'producing', 'lot', 'thick', 'mucoid', 'sputum', 'also', 'running', 'high', 'temperature', 'due', 'cope', 'im', 'simply', 'feeling', 'extremely', 'worn', 'exhausted']",ive experiencing difficulty breathing chronic cough weariness ive producing lot thick mucoid sputum also running high temperature due cope im simply feeling extremely worn exhausted
gastroesophageal reflux disease,"My burping and belching are frequent. I frequently get chest discomfort that spreads to the back of my neck, jaw, and arm. I have pressure and tension in my chest.",my burping and belching are frequent i frequently get chest discomfort that spreads to the back of my neck jaw and arm i have pressure and tension in my chest,"['burping', 'belching', 'frequent', 'frequently', 'get', 'chest', 'discomfort', 'spread', 'back', 'neck', 'jaw', 'arm', 'pressure', 'tension', 'chest']",burping belching frequent frequently get chest discomfort spread back neck jaw arm pressure tension chest
Acne,"A nasty rash has just appeared on my skin. Blackheads and pimples packed with pus are everywhere. Additionally, my skin has been extremely sensitive.",a nasty rash has just appeared on my skin blackheads and pimples packed with pus are everywhere additionally my skin has been extremely sensitive,"['nasty', 'rash', 'appeared', 'skin', 'blackhead', 'pimple', 'packed', 'pu', 'everywhere', 'additionally', 'skin', 'extremely', 'sensitive']",nasty rash appeared skin blackhead pimple packed pu everywhere additionally skin extremely sensitive
Hypertension,"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a walk. It's been hard for me to focus and concentrate since then.",i have been feeling fine all day but suddenly developed a headache chest pain and dizziness while out for a walk its been hard for me to focus and concentrate since then,"['feeling', 'fine', 'day', 'suddenly', 'developed', 'headache', 'chest', 'pain', 'dizziness', 'walk', 'hard', 'focus', 'concentrate', 'since']",feeling fine day suddenly developed headache chest pain dizziness walk hard focus concentrate since
Acne,"This morning when I woke up, I discovered that I have an extremely bad rash all over my body. There are several pus-filled pimples and blackheads all around. My skin has also been moving around a lot.",this morning when i woke up i discovered that i have an extremely bad rash all over my body there are several pusfilled pimples and blackheads all around my skin has also been moving around a lot,"['morning', 'woke', 'discovered', 'extremely', 'bad', 'rash', 'body', 'several', 'pusfilled', 'pimple', 'blackhead', 'around', 'skin', 'also', 'moving', 'around', 'lot']",morning woke discovered extremely bad rash body several pusfilled pimple blackhead around skin also moving around lot
Arthritis,"I've been experiencing stiffness and weakness in my neck muscles recently. Since my joints have grown, it's hard for me to walk without getting stiff. Additionally, walking has been extremely uncomfortable.",ive been experiencing stiffness and weakness in my neck muscles recently since my joints have grown its hard for me to walk without getting stiff additionally walking has been extremely uncomfortable,"['ive', 'experiencing', 'stiffness', 'weakness', 'neck', 'muscle', 'recently', 'since', 'joint', 'grown', 'hard', 'walk', 'without', 'getting', 'stiff', 'additionally', 'walking', 'extremely', 'uncomfortable']",ive experiencing stiffness weakness neck muscle recently since joint grown hard walk without getting stiff additionally walking extremely uncomfortable
drug reaction,I have experinenced significant weight gain and become very obese. I have changes in my appetite and cravings for different foods,i have experinenced significant weight gain and become very obese i have changes in my appetite and cravings for different foods,"['experinenced', 'significant', 'weight', 'gain', 'become', 'obese', 'change', 'appetite', 'craving', 'different', 'food']",experinenced significant weight gain become obese change appetite craving different food
Arthritis,"My muscles are quite weak, and my neck has been very stiff. My joints have swollen, creating it troublesome on behalf of me to steer concerning while not feeling stiff. Walking has conjointly been very uncomfortable.",my muscles are quite weak and my neck has been very stiff my joints have swollen creating it troublesome on behalf of me to steer concerning while not feeling stiff walking has conjointly been very uncomfortable,"['muscle', 'quite', 'weak', 'neck', 'stiff', 'joint', 'swollen', 'creating', 'troublesome', 'behalf', 'steer', 'concerning', 'feeling', 'stiff', 'walking', 'conjointly', 'uncomfortable']",muscle quite weak neck stiff joint swollen creating troublesome behalf steer concerning feeling stiff walking conjointly uncomfortable
Migraine,"I have been experiencing acidity, indigestion, headaches, and blurred and distorted vision, as well as excessive hunger, a stiff neck, depression, irritability, and visual disturbance. These symptoms have been affecting my daily life and causing me discomfort.",i have been experiencing acidity indigestion headaches and blurred and distorted vision as well as excessive hunger a stiff neck depression irritability and visual disturbance these symptoms have been affecting my daily life and causing me discomfort,"['experiencing', 'acidity', 'indigestion', 'headache', 'blurred', 'distorted', 'vision', 'well', 'excessive', 'hunger', 'stiff', 'neck', 'depression', 'irritability', 'visual', 'disturbance', 'symptom', 'affecting', 'daily', 'life', 'causing', 'discomfort']",experiencing acidity indigestion headache blurred distorted vision well excessive hunger stiff neck depression irritability visual disturbance symptom affecting daily life causing discomfort
peptic ulcer disease,I have unintended weight loss and difficulty gaining weight. I have pain and discomfort that is relieved by taking antacids. My mouth tastes very bad,i have unintended weight loss and difficulty gaining weight i have pain and discomfort that is relieved by taking antacids my mouth tastes very bad,"['unintended', 'weight', 'loss', 'difficulty', 'gaining', 'weight', 'pain', 'discomfort', 'relieved', 'taking', 'antacid', 'mouth', 'taste', 'bad']",unintended weight loss difficulty gaining weight pain discomfort relieved taking antacid mouth taste bad
Dimorphic Hemorrhoids,I'm having a lot of trouble with my bowel movements lately. It's hard to go and it hurts when I do. My anus is really sore and it's been bleeding when I go. It's really painful and I'm really uncomfortable.,im having a lot of trouble with my bowel movements lately its hard to go and it hurts when i do my anus is really sore and its been bleeding when i go its really painful and im really uncomfortable,"['im', 'lot', 'trouble', 'bowel', 'movement', 'lately', 'hard', 'go', 'hurt', 'anus', 'really', 'sore', 'bleeding', 'go', 'really', 'painful', 'im', 'really', 'uncomfortable']",im lot trouble bowel movement lately hard go hurt anus really sore bleeding go really painful im really uncomfortable
Varicose Veins,My legs' swelling has become worse over the last couple of days. I can see the blood vessels protruding out of the skin. This is quite unusual.,my legs swelling has become worse over the last couple of days i can see the blood vessels protruding out of the skin this is quite unusual,"['leg', 'swelling', 'become', 'worse', 'last', 'couple', 'day', 'see', 'blood', 'vessel', 'protruding', 'skin', 'quite', 'unusual']",leg swelling become worse last couple day see blood vessel protruding skin quite unusual
